scenario,algorithm,instance,repeat,success,path_length,astar_length,length_ratio,comp_time,smoothness,curvature,max_curvature,clearance_min,clearance_mean,total_turning,sharp_turns,radius_violated,drive_time_curved,switches,false_alarm,time_to_detection,collision_checks
normal_city,RRT*,1,3,1,142.534,140.811,1.0122,0.31471,0.1514,0.0567,1.1138,2.547,4.17,8.0874,8,1,27.4314,0,0,nan,20854
normal_city,RRT*,1,4,1,152.742,140.811,1.0847,0.43227,0.1128,0.0464,1.242,2.532,4.324,7.088,6,1,27.5384,0,0,nan,20250
normal_city,RRT*,1,5,1,143.318,140.811,1.0178,0.99873,0.1527,0.0636,1.5511,1.504,3.753,9.1123,8,1,28.6258,0,0,nan,55090
normal_city,RRT*,1,6,1,149.726,140.811,1.0633,0.32079,0.1425,0.0568,1.6248,1.759,3.999,8.5069,10,1,28.5914,0,0,nan,21700
normal_city,RRT*,1,7,1,148.263,140.811,1.0529,0.5023,0.114,0.0459,1.1492,2.846,4.387,6.8046,6,1,26.6001,0,0,nan,28495
normal_city,RRT*,1,8,1,140.396,140.811,0.9971,0.84027,0.1482,0.0564,1.0567,1.935,3.97,7.9138,9,1,27.3601,0,0,nan,49954
normal_city,RRT*,1,9,1,144.194,140.811,1.024,1.33707,0.1445,0.0598,1.1884,1.655,3.903,8.6252,9,1,28.0379,0,0,nan,55310
normal_city,RRT*+Bezier,1,0,1,147.338,140.811,1.0464,0.68757,0.1803,0.0692,1.1894,2.515,4.09,10.1947,12,1,30.8102,0,0,nan,29348
normal_city,RRT*+Bezier,1,1,1,141.062,140.811,1.0018,2.01418,0.1914,0.081,0.9925,2.385,4.039,11.4273,13,1,31.6978,0,0,nan,116985
normal_city,RRT*+Bezier,1,2,1,145.766,140.811,1.0352,0.50796,0.1562,0.0707,1.2575,1.971,3.843,10.3035,10,1,30.2309,0,0,nan,31136
normal_city,RRT*+Bezier,1,3,1,142.534,140.811,1.0122,0.32306,0.1514,0.0567,1.1138,2.547,4.17,8.0874,8,1,27.4314,0,0,nan,20889
normal_city,RRT*+Bezier,1,4,1,152.742,140.811,1.0847,0.29899,0.1128,0.0464,1.242,2.532,4.324,7.088,6,1,27.5384,0,0,nan,20291
normal_city,RRT*+Bezier,1,5,1,143.318,140.811,1.0178,0.8928,0.1527,0.0636,1.5511,1.504,3.753,9.1123,8,1,28.6258,0,0,nan,55122
normal_city,RRT*+Bezier,1,6,1,149.726,140.811,1.0633,0.34887,0.1425,0.0568,1.6248,1.759,3.999,8.5069,10,1,28.5914,0,0,nan,21714
normal_city,RRT*+Bezier,1,7,1,148.263,140.811,1.0529,0.47313,0.114,0.0459,1.1492,2.846,4.387,6.8046,6,1,26.6001,0,0,nan,28524
normal_city,RRT*+Bezier,1,8,1,140.396,140.811,0.9971,0.79212,0.1482,0.0564,1.0567,1.935,3.97,7.9138,9,1,27.3601,0,0,nan,49975
normal_city,RRT*+Bezier,1,9,1,144.194,140.811,1.024,1.11992,0.1445,0.0598,1.1884,1.655,3.903,8.6252,9,1,28.0379,0,0,nan,55339
normal_city,Hybrid,1,0,1,157.406,140.811,1.1179,1.48463,0.1635,0.5319,1.9151,1.768,3.003,83.7229,64,1,52.6054,1,1,nan,88976
normal_city,Hybrid,1,1,1,154.928,140.811,1.1003,0.28306,0.1608,0.5347,1.3716,1.768,2.986,82.8476,65,1,51.5791,1,1,nan,17456
normal_city,Hybrid,1,2,1,157.315,140.811,1.1172,0.48054,0.1649,0.5399,2.8081,1.768,2.985,84.9343,65,1,53.7266,1,1,nan,31156
normal_city,Hybrid,1,3,1,159.13,140.811,1.1301,0.9954,0.1661,0.5377,2.9291,1.768,2.994,85.5693,65,1,53.7387,1,1,nan,62706
normal_city,Hybrid,1,4,1,154.202,140.811,1.0951,0.1935,0.1615,0.533,1.4169,1.768,2.981,82.1871,64,1,51.3503,1,1,nan,12722
normal_city,Hybrid,1,5,1,158.707,140.811,1.1271,0.60967,0.1651,0.5327,2.7129,1.768,2.998,84.5418,64,1,52.1318,1,1,nan,41001
normal_city,Hybrid,1,6,1,154.64,140.811,1.0982,0.15618,0.1635,0.5382,1.9762,1.768,2.977,83.2236,64,1,50.8419,1,1,nan,11172
normal_city,Hybrid,1,7,1,156.41,140.811,1.1108,0.24864,0.1627,0.5361,1.4005,1.768,2.982,83.8471,66,1,52.8057,1,1,nan,16569
normal_city,Hybrid,1,8,1,173.045,140.811,1.2289,0.36501,0.1619,0.4848,3.2557,1.768,2.997,83.8975,65,1,54.9471,1,1,nan,23247
normal_city,Hybrid,1,9,1,158.801,140.811,1.1278,4.06392,0.1662,0.5359,4.3264,1.768,2.984,85.0981,66,1,53.3224,1,1,nan,252150
normal_city,Modified,1,0,1,161.308,140.811,1.1456,0.1537,0.1101,0.7481,3.9089,1.768,2.963,120.6684,65,1,53.0471,0,0,nan,1457
normal_city,Modified,1,1,1,161.308,140.811,1.1456,0.15927,0.1101,0.7481,3.9089,1.768,2.963,120.6684,65,1,53.0471,0,0,nan,1457
normal_city,Modified,1,2,1,161.308,140.811,1.1456,0.1418,0.1101,0.7481,3.9089,1.768,2.963,120.6684,65,1,53.0471,0,0,nan,1457
normal_city,Modified,1,3,1,161.308,140.811,1.1456,0.14104,0.1101,0.7481,3.9089,1.768,2.963,120.6684,65,1,53.0471,0,0,nan,1457
normal_city,Modified,1,4,1,161.308,140.811,1.1456,0.14331,0.1101,0.7481,3.9089,1.768,2.963,120.6684,65,1,53.0471,0,0,nan,1457
normal_city,Modified,1,5,1,161.308,140.811,1.1456,0.14103,0.1101,0.7481,3.9089,1.768,2.963,120.6684,65,1,53.0471,0,0,nan,1457
normal_city,Modified,1,6,1,161.308,140.811,1.1456,0.14142,0.1101,0.7481,3.9089,1.768,2.963,120.6684,65,1,53.0471,0,0,nan,1457
normal_city,Modified,1,7,1,161.308,140.811,1.1456,0.14385,0.1101,0.7481,3.9089,1.768,2.963,120.6684,65,1,53.0471,0,0,nan,1457
normal_city,Modified,1,8,1,161.308,140.811,1.1456,0.1485,0.1101,0.7481,3.9089,1.768,2.963,120.6684,65,1,53.0471,0,0,nan,1457
normal_city,Modified,1,9,1,161.308,140.811,1.1456,0.14124,0.1101,0.7481,3.9089,1.768,2.963,120.6684,65,1,53.0471,0,0,nan,1457
normal_city,Adaptive,1,0,1,176.4,140.811,1.2527,0.06002,0.2473,1.1057,3.7607,1.768,2.964,195.0387,118,1,72.124,0,0,nan,756
normal_city,Adaptive,1,1,1,176.4,140.811,1.2527,0.05981,0.2473,1.1057,3.7607,1.768,2.964,195.0387,118,1,72.124,0,0,nan,756
normal_city,Adaptive,1,2,1,176.4,140.811,1.2527,0.05964,0.2473,1.1057,3.7607,1.768,2.964,195.0387,118,1,72.124,0,0,nan,756
normal_city,Adaptive,1,3,1,176.4,140.811,1.2527,0.06697,0.2473,1.1057,3.7607,1.768,2.964,195.0387,118,1,72.124,0,0,nan,756
normal_city,Adaptive,1,4,1,176.4,140.811,1.2527,0.06177,0.2473,1.1057,3.7607,1.768,2.964,195.0387,118,1,72.124,0,0,nan,756
normal_city,Adaptive,1,5,1,176.4,140.811,1.2527,0.06406,0.2473,1.1057,3.7607,1.768,2.964,195.0387,118,1,72.124,0,0,nan,756
normal_city,Adaptive,1,6,1,176.4,140.811,1.2527,0.06717,0.2473,1.1057,3.7607,1.768,2.964,195.0387,118,1,72.124,0,0,nan,756
normal_city,Adaptive,1,7,1,176.4,140.811,1.2527,0.06225,0.2473,1.1057,3.7607,1.768,2.964,195.0387,118,1,72.124,0,0,nan,756
normal_city,Adaptive,1,8,1,176.4,140.811,1.2527,0.063,0.2473,1.1057,3.7607,1.768,2.964,195.0387,118,1,72.124,0,0,nan,756
normal_city,Adaptive,1,9,1,176.4,140.811,1.2527,0.06081,0.2473,1.1057,3.7607,1.768,2.964,195.0387,118,1,72.124,0,0,nan,756
normal_city,Bezier,1,0,1,148.958,140.811,1.0579,1.50017,0.071,0.3341,1.4991,1.768,2.951,49.7743,35,1,42.5268,1,1,nan,85347
normal_city,Bezier,1,1,1,147.717,140.811,1.049,1.55748,0.0623,0.3103,1.3486,1.768,2.975,45.8345,29,1,39.4881,1,1,nan,92457
normal_city,Bezier,1,2,1,149.877,140.811,1.0644,0.33958,0.0636,0.3133,1.4886,1.768,2.971,46.9627,31,1,41.0545,1,1,nan,19516
normal_city,Bezier,1,3,1,148.445,140.811,1.0542,1.58965,0.0641,0.3187,1.5635,1.768,2.969,47.307,30,1,38.5961,1,1,nan,94121
normal_city,Bezier,1,4,1,149.339,140.811,1.0606,0.73569,0.0699,0.3278,1.565,1.768,2.941,48.9459,33,1,39.7393,1,1,nan,40101
