instance,speed_factor,driver,success,reached,collided,steps,replans,comp_time,collision_checks,path_length
53,1.0,Modified replan,1,1,0,143,6,0.15576,6746,100.1
53,1.5,APF reactive,0,0,0,1500,0,0.2212,4500,1050.0
53,1.5,RRT* plan once,1,1,0,125,0,0.03741,5172,87.5
53,1.5,RRT* replan,1,1,0,129,4,0.18922,27729,90.3
53,1.5,Modified plan once,0,0,1,75,0,0.03352,761,52.5
53,1.5,Modified replan,1,1,0,134,5,0.12627,6014,93.8
54,0.5,APF reactive,1,1,0,115,0,0.01339,345,80.5
54,0.5,RRT* plan once,0,0,1,63,0,0.03961,5717,44.1
54,0.5,RRT* replan,1,1,0,128,1,0.1038,14787,89.6
54,0.5,Modified plan once,1,1,0,114,0,0.01335,342,79.8
54,0.5,Modified replan,1,1,0,135,3,0.07574,3200,94.5
54,1.0,APF reactive,1,1,0,116,0,0.0137,348,81.2
54,1.0,RRT* plan once,1,1,0,123,0,0.04347,5717,86.1
54,1.0,RRT* replan,1,1,0,130,5,0.20943,29409,91.0
54,1.0,Modified plan once,1,1,0,114,0,0.01332,342,79.8
54,1.0,Modified replan,1,1,0,122,5,0.09393,3596,85.4
54,1.5,APF reactive,0,0,1,61,0,0.00774,183,42.7
54,1.5,RRT* plan once,0,0,1,57,0,0.03972,5717,39.9
54,1.5,RRT* replan,0,0,1,61,10,0.65521,71949,42.7
54,1.5,Modified plan once,0,0,1,55,0,0.01356,342,38.5
54,1.5,Modified replan,0,0,1,60,9,0.74972,44399,42.0
55,0.5,APF reactive,1,1,0,114,0,0.01371,342,79.8
55,0.5,RRT* plan once,1,1,0,122,0,0.02986,4359,85.4
55,0.5,RRT* replan,1,1,0,144,2,0.13901,19311,100.8
55,0.5,Modified plan once,1,1,0,114,0,0.0136,342,79.8
55,0.5,Modified replan,1,1,0,114,2,0.071,3745,79.8
55,1.0,APF reactive,1,1,0,114,0,0.01436,342,79.8
55,1.0,RRT* plan once,1,1,0,122,0,0.03091,4359,85.4
55,1.0,RRT* replan,0,0,1,98,22,1.04041,127197,68.6
55,1.0,Modified plan once,1,1,0,114,0,0.01371,342,79.8
55,1.0,Modified replan,1,1,0,121,5,0.15251,8327,84.7
55,1.5,APF reactive,1,1,0,114,0,0.01361,342,79.8
55,1.5,RRT* plan once,1,1,0,122,0,0.02957,4359,85.4
55,1.5,RRT* replan,0,1,1,128,13,0.4658,67551,89.6
55,1.5,Modified plan once,1,1,0,114,0,0.01356,342,79.8
55,1.5,Modified replan,1,1,0,114,6,0.11191,4225,79.8
56,0.5,APF reactive,1,1,0,116,0,0.01396,348,81.2
56,0.5,RRT* plan once,1,1,0,119,0,0.05235,7678,83.3
56,0.5,RRT* replan,1,1,0,121,1,0.0871,12757,84.7
56,0.5,Modified plan once,1,1,0,115,0,0.01824,418,80.5
56,0.5,Modified replan,1,1,0,122,2,0.10541,6441,85.4
56,1.0,APF reactive,0,0,0,76,0,0.01009,231,53.2
56,1.0,RRT* plan once,0,0,1,65,0,0.05262,7678,45.5
56,1.0,RRT* replan,0,1,1,125,19,0.77708,109664,87.5
56,1.0,Modified plan once,0,0,1,57,0,0.01818,418,39.9
56,1.0,Modified replan,0,0,1,61,7,0.77564,54841,42.7
56,1.5,APF reactive,0,0,1,70,0,0.00913,210,49.0
56,1.5,RRT* plan once,0,0,1,47,0,0.05357,7678,32.9
56,1.5,RRT* replan,0,0,1,89,10,0.72293,80942,62.3
56,1.5,Modified plan once,0,0,1,46,0,0.01832,418,32.2
56,1.5,Modified replan,0,0,1,51,8,0.80451,51664,35.7
57,0.5,APF reactive,1,1,0,114,0,0.01186,342,79.8
57,0.5,RRT* plan once,0,0,1,62,0,0.0668,10683,43.4
57,0.5,RRT* replan,0,1,1,119,6,0.2158,34697,83.3
57,0.5,Modified plan once,1,1,0,114,0,0.01176,342,79.8
57,0.5,Modified replan,1,1,0,114,2,0.02551,654,79.8
57,1.0,APF reactive,0,0,1,65,0,0.00711,195,45.5
57,1.0,RRT* plan once,0,0,1,55,0,0.06734,10683,38.5
57,1.0,RRT* replan,0,1,1,141,14,0.64577,101267,98.7
57,1.0,Modified plan once,0,0,1,55,0,0.01193,342,38.5
57,1.0,Modified replan,0,0,1,56,4,0.63345,46516,39.2
57,1.5,APF reactive,1,1,0,114,0,0.01201,342,79.8
57,1.5,RRT* plan once,0,0,1,52,0,0.06842,10683,36.4
57,1.5,RRT* replan,1,1,0,134,4,0.14401,22960,93.8
57,1.5,Modified plan once,1,1,0,114,0,0.01187,342,79.8
57,1.5,Modified replan,1,1,0,114,6,0.05328,1458,79.8
58,0.5,APF reactive,0,0,1,67,0,0.00769,201,46.9
58,0.5,RRT* plan once,0,0,1,57,0,0.05257,8034,39.9
58,0.5,RRT* replan,1,1,0,120,0,0.06847,8972,84.0
58,0.5,Modified plan once,0,0,1,55,0,0.01349,342,38.5
58,0.5,Modified replan,0,0,1,57,4,0.70212,55239,39.9
58,1.0,APF reactive,1,1,0,114,0,0.01214,342,79.8
58,1.0,RRT* plan once,1,1,0,118,0,0.05225,8034,82.6
58,1.0,RRT* replan,1,1,0,117,4,0.19416,29926,81.9
58,1.0,Modified plan once,1,1,0,114,0,0.01457,342,79.8
58,1.0,Modified replan,1,1,0,120,4,0.11101,6226,84.0
58,1.5,APF reactive,0,0,1,56,0,0.00664,168,39.2
58,1.5,RRT* plan once,0,0,1,55,0,0.05455,8034,38.5
58,1.5,RRT* replan,0,1,1,119,14,0.47266,74067,83.3
58,1.5,Modified plan once,0,0,1,54,0,0.01219,342,37.8
58,1.5,Modified replan,0,0,1,55,5,0.63015,46454,38.5
59,0.5,APF reactive,0,0,0,1500,0,0.20201,4500,1050.0
59,0.5,RRT* plan once,0,0,1,59,0,0.04114,6345,41.3
59,0.5,RRT* replan,1,1,0,117,0,0.03865,6042,81.9
59,0.5,Modified plan once,1,1,0,123,0,0.03377,1351,86.1
59,0.5,Modified replan,1,1,0,120,1,0.05471,3048,84.0
59,1.0,APF reactive,0,0,0,1500,0,0.20261,4500,1050.0
59,1.0,RRT* plan once,0,0,1,48,0,0.04108,6345,33.6
59,1.0,RRT* replan,1,1,0,125,3,0.13959,21595,87.5
59,1.0,Modified plan once,0,0,1,75,0,0.03413,1351,52.5
59,1.0,Modified replan,1,1,0,120,5,0.09454,3893,84.0
59,1.5,APF reactive,0,0,0,1500,0,0.20391,4500,1050.0
59,1.5,RRT* plan once,0,0,1,58,0,0.04069,6345,40.6
59,1.5,RRT* replan,0,1,1,128,10,0.392,61395,89.6
59,1.5,Modified plan once,1,1,0,123,0,0.0339,1351,86.1
59,1.5,Modified replan,1,1,0,120,7,0.15685,8516,84.0
60,0.5,APF reactive,0,0,1,48,0,0.00568,144,33.6
60,0.5,RRT* plan once,0,0,1,52,0,0.03683,5868,36.4
60,0.5,RRT* replan,0,1,1,140,5,0.22458,35567,98.0
60,0.5,Modified plan once,0,0,1,48,0,0.01187,342,33.6
60,0.5,Modified replan,0,1,1,115,6,0.17606,10531,80.5
60,1.0,APF reactive,1,1,0,122,0,0.01303,366,85.4
60,1.0,RRT* plan once,1,1,0,122,0,0.03698,5868,85.4
60,1.0,RRT* replan,0,1,1,134,16,0.56237,88642,93.8
60,1.0,Modified plan once,0,0,1,60,0,0.01226,342,42.0
60,1.0,Modified replan,1,1,0,123,6,0.11186,4847,86.1
60,1.5,APF reactive,0,0,1,52,0,0.00612,156,36.4
60,1.5,RRT* plan once,0,0,1,54,0,0.03712,5868,37.8
60,1.5,RRT* replan,0,1,1,140,19,0.58901,93174,98.0
60,1.5,Modified plan once,0,0,1,49,0,0.01187,342,34.3
60,1.5,Modified replan,0,0,1,50,5,0.69994,47392,35.0
61,0.5,APF reactive,1,1,0,115,0,0.013,345,80.5
61,0.5,RRT* plan once,0,0,1,58,0,0.05084,8000,40.6
61,0.5,RRT* replan,1,1,0,123,5,0.20585,32445,86.1
61,0.5,Modified plan once,1,1,0,114,0,0.01751,415,79.8
61,0.5,Modified replan,1,1,0,114,5,0.05566,1360,79.8
61,1.0,APF reactive,1,1,0,115,0,0.01266,345,80.5
61,1.0,RRT* plan once,1,1,0,117,0,0.05035,8000,81.9
61,1.0,RRT* replan,1,1,0,124,1,0.09907,15354,86.8
61,1.0,Modified plan once,1,1,0,114,0,0.01746,415,79.8
61,1.0,Modified replan,1,1,0,115,4,0.08012,3632,80.5
61,1.5,APF reactive,0,0,1,51,0,0.00648,153,35.7
61,1.5,RRT* plan once,0,0,1,57,0,0.05047,8000,39.9
61,1.5,RRT* replan,0,1,1,124,20,0.5489,87157,86.8
61,1.5,Modified plan once,0,0,1,49,0,0.01763,415,34.3
61,1.5,Modified replan,0,0,1,52,7,0.69395,40694,36.4
62,0.5,APF reactive,1,1,0,114,0,0.01266,342,79.8
62,0.5,RRT* plan once,0,0,1,51,0,0.03304,5025,35.7
62,0.5,RRT* replan,1,1,0,118,1,0.071,10413,82.6
62,0.5,Modified plan once,1,1,0,114,0,0.01222,342,79.8
62,0.5,Modified replan,1,1,0,115,1,0.02996,676,80.5
62,1.0,APF reactive,1,1,0,122,0,0.01365,366,85.4
62,1.0,RRT* plan once,0,0,1,54,0,0.03309,5025,37.8
62,1.0,RRT* replan,1,1,0,126,6,0.22609,34822,88.2
62,1.0,Modified plan once,0,0,1,49,0,0.01279,342,34.3
62,1.0,Modified replan,0,1,1,115,8,0.15368,8237,80.5
62,1.5,APF reactive,0,0,1,50,0,0.00603,150,35.0
62,1.5,RRT* plan once,0,0,1,58,0,0.03293,5025,40.6
62,1.5,RRT* replan,0,0,1,51,6,0.57289,59050,35.7
62,1.5,Modified plan once,0,0,1,48,0,0.01383,342,33.6
62,1.5,Modified replan,0,0,1,50,5,0.74264,51814,35.0
63,0.5,APF reactive,1,1,0,121,0,0.01445,363,84.7
63,0.5,RRT* plan once,1,1,0,119,0,0.04637,6508,83.3
63,0.5,RRT* replan,1,1,0,127,3,0.17319,24947,88.9
63,0.5,Modified plan once,0,0,1,47,0,0.01341,342,32.9
63,0.5,Modified replan,1,1,0,126,5,0.1582,8420,88.2
63,1.0,APF reactive,0,0,1,47,0,0.00634,141,32.9
63,1.0,RRT* plan once,1,1,0,119,0,0.04685,6508,83.3
63,1.0,RRT* replan,1,1,0,123,6,0.24105,35190,86.1
63,1.0,Modified plan once,0,0,1,45,0,0.01338,342,31.5
63,1.0,Modified replan,0,1,1,117,11,0.28058,15890,81.9
63,1.5,APF reactive,0,0,1,51,0,0.00666,153,35.7
63,1.5,RRT* plan once,0,0,1,51,0,0.0501,6508,35.7
63,1.5,RRT* replan,1,1,0,124,5,0.20157,29263,86.8
63,1.5,Modified plan once,0,0,1,51,0,0.01365,342,35.7
63,1.5,Modified replan,0,1,1,115,8,0.17631,8036,80.5
64,0.5,APF reactive,0,0,0,1500,0,0.22497,4500,1050.0
64,0.5,RRT* plan once,1,1,0,124,0,0.04354,6235,86.8
64,0.5,RRT* replan,1,1,0,129,1,0.10088,13862,90.3
64,0.5,Modified plan once,0,0,1,66,0,0.0366,1025,46.2
64,0.5,Modified replan,0,1,1,119,7,0.1027,2559,83.3
64,1.0,APF reactive,0,0,0,1500,0,0.22053,4500,1050.0
64,1.0,RRT* plan once,0,0,1,55,0,0.04302,6235,38.5
64,1.0,RRT* replan,0,1,1,163,19,0.86181,123094,114.1
64,1.0,Modified plan once,1,1,0,120,0,0.0366,1025,84.0
64,1.0,Modified replan,1,1,0,117,3,0.09333,3057,81.9
64,1.5,APF reactive,0,0,0,1500,0,0.21952,4500,1050.0
64,1.5,RRT* plan once,1,1,0,124,0,0.04297,6235,86.8
64,1.5,RRT* replan,0,1,1,136,9,0.36212,52162,95.2
64,1.5,Modified plan once,0,0,1,67,0,0.03661,1025,46.9
64,1.5,Modified replan,0,0,1,51,5,0.69744,50021,35.7
65,0.5,APF reactive,1,1,0,117,0,0.01353,351,81.9
65,0.5,RRT* plan once,1,1,0,119,0,0.04062,5884,83.3
65,0.5,RRT* replan,1,1,0,124,1,0.06568,9586,86.8
65,0.5,Modified plan once,0,0,1,49,0,0.01322,342,34.3
65,0.5,Modified replan,0,1,1,115,2,0.09553,6457,80.5
65,1.0,APF reactive,1,1,0,114,0,0.01304,342,79.8
65,1.0,RRT* plan once,0,0,1,46,0,0.04028,5884,32.2
65,1.0,RRT* replan,1,1,0,132,2,0.1059,14960,92.4
65,1.0,Modified plan once,1,1,0,114,0,0.01302,342,79.8
65,1.0,Modified replan,1,1,0,114,4,0.04554,1110,79.8
65,1.5,APF reactive,0,0,1,56,0,0.00713,168,39.2
65,1.5,RRT* plan once,0,0,1,55,0,0.04038,5884,38.5
65,1.5,RRT* replan,0,0,1,64,8,0.54101,53617,44.8
65,1.5,Modified plan once,0,0,1,54,0,0.01299,342,37.8
65,1.5,Modified replan,0,0,1,58,6,0.73971,48739,40.6
66,0.5,APF reactive,1,1,0,116,0,0.01499,348,81.2
66,0.5,RRT* plan once,1,1,0,130,0,0.06279,7892,91.0
66,0.5,RRT* replan,1,1,0,125,5,0.28269,39831,87.5
66,0.5,Modified plan once,0,0,1,52,0,0.01342,342,36.4
66,0.5,Modified replan,0,1,1,115,9,0.12263,2597,80.5
66,1.0,APF reactive,1,1,0,114,0,0.01348,342,79.8
66,1.0,RRT* plan once,0,0,1,71,0,0.05918,7892,49.7
66,1.0,RRT* replan,1,1,0,121,2,0.15727,22099,84.7
66,1.0,Modified plan once,1,1,0,114,0,0.01338,342,79.8
66,1.0,Modified replan,1,1,0,117,5,0.1034,4235,81.9
66,1.5,APF reactive,1,1,0,114,0,0.01419,342,79.8
66,1.5,RRT* plan once,0,0,1,66,0,0.05841,7892,46.2
66,1.5,RRT* replan,1,1,0,122,3,0.17069,24105,85.4
66,1.5,Modified plan once,1,1,0,114,0,0.01345,342,79.8
66,1.5,Modified replan,1,1,0,116,6,0.12295,5505,81.2
67,0.5,APF reactive,0,0,1,61,0,0.00736,183,42.7
67,0.5,RRT* plan once,1,1,0,125,0,0.05326,7841,87.5
67,0.5,RRT* replan,1,1,0,120,2,0.13761,19363,84.0
67,0.5,Modified plan once,0,0,1,56,0,0.01312,342,39.2
67,0.5,Modified replan,0,0,1,58,4,0.72621,50229,40.6
67,1.0,APF reactive,0,0,1,67,0,0.00811,201,46.9
67,1.0,RRT* plan once,0,0,1,68,0,0.0529,7841,47.6
67,1.0,RRT* replan,0,1,1,132,13,0.5068,71178,92.4
67,1.0,Modified plan once,0,0,1,55,0,0.01269,342,38.5
67,1.0,Modified replan,0,0,1,61,10,0.94704,65654,42.7
67,1.5,APF reactive,0,0,1,70,0,0.00845,210,49.0
67,1.5,RRT* plan once,0,0,1,48,0,0.05298,7841,33.6
67,1.5,RRT* replan,0,1,1,122,6,0.30699,44876,85.4
67,1.5,Modified plan once,0,0,1,46,0,0.01274,342,32.2
67,1.5,Modified replan,0,0,1,47,5,0.71987,48223,32.9
68,0.5,APF reactive,0,0,1,47,0,0.00598,141,32.9
68,0.5,RRT* plan once,1,1,0,126,0,0.03696,5406,88.2
68,0.5,RRT* replan,0,1,1,129,4,0.1612,22749,90.3
68,0.5,Modified plan once,0,0,1,47,0,0.01298,342,32.9
68,0.5,Modified replan,0,0,1,50,5,0.79357,48888,35.0
68,1.0,APF reactive,1,1,0,121,0,0.01344,363,84.7
68,1.0,RRT* plan once,0,0,1,72,0,0.0369,5406,50.4
68,1.0,RRT* replan,0,1,1,137,10,0.39045,55975,95.9
68,1.0,Modified plan once,0,0,1,43,0,0.01377,342,30.1
68,1.0,Modified replan,0,1,1,115,12,0.27844,16231,80.5
68,1.5,APF reactive,0,0,1,64,0,0.00774,192,44.8
68,1.5,RRT* plan once,0,0,1,51,0,0.03665,5406,35.7
68,1.5,RRT* replan,0,0,1,75,10,0.65,66582,52.5
68,1.5,Modified plan once,0,0,1,44,0,0.01281,342,30.8
68,1.5,Modified replan,0,0,1,48,7,0.83578,57171,33.6
69,0.5,APF reactive,1,1,0,114,0,0.01334,342,79.8
69,0.5,RRT* plan once,0,0,1,65,0,0.05048,7688,45.5
69,0.5,RRT* replan,1,1,0,118,0,0.06273,9372,82.6
69,0.5,Modified plan once,1,1,0,114,0,0.01377,342,79.8
69,0.5,Modified replan,1,1,0,114,0,0.01292,342,79.8
69,1.0,APF reactive,1,1,0,114,0,0.01305,342,79.8
69,1.0,RRT* plan once,0,0,1,58,0,0.05045,7688,40.6
69,1.0,RRT* replan,1,1,0,127,3,0.14091,21245,88.9
69,1.0,Modified plan once,1,1,0,114,0,0.01295,342,79.8
69,1.0,Modified replan,1,1,0,114,6,0.08823,2125,79.8
69,1.5,APF reactive,1,1,0,116,0,0.01325,348,81.2
69,1.5,RRT* plan once,0,0,1,53,0,0.05022,7688,37.1
69,1.5,RRT* replan,1,1,0,127,7,0.30378,45350,88.9
69,1.5,Modified plan once,0,0,1,52,0,0.01295,342,36.4
69,1.5,Modified replan,0,1,1,115,10,0.14067,4036,80.5
70,0.5,APF reactive,1,1,0,114,0,0.013,342,79.8
70,0.5,RRT* plan once,1,1,0,121,0,0.05689,7882,84.7
70,0.5,RRT* replan,1,1,0,126,1,0.08111,11856,88.2
70,0.5,Modified plan once,1,1,0,114,0,0.01305,342,79.8
70,0.5,Modified replan,1,1,0,114,3,0.03592,871,79.8
70,1.0,APF reactive,1,1,0,120,0,0.01363,360,84.0
70,1.0,RRT* plan once,1,1,0,121,0,0.05459,7882,84.7
70,1.0,RRT* replan,1,1,0,126,4,0.16323,24303,88.2
70,1.0,Modified plan once,0,0,1,66,0,0.013,342,46.2
70,1.0,Modified replan,0,1,1,117,9,0.11219,2233,81.9
70,1.5,APF reactive,0,0,1,58,0,0.00738,174,40.6
70,1.5,RRT* plan once,1,1,0,121,0,0.05355,7882,84.7
70,1.5,RRT* replan,1,1,0,129,4,0.18897,28044,90.3
70,1.5,Modified plan once,0,0,1,54,0,0.01325,342,37.8
70,1.5,Modified replan,0,1,1,119,11,0.29824,18920,83.3
71,0.5,APF reactive,1,1,0,114,0,0.01301,342,79.8
71,0.5,RRT* plan once,1,1,0,117,0,0.04526,6884,81.9
71,0.5,RRT* replan,1,1,0,116,3,0.18624,27521,81.2
71,0.5,Modified plan once,1,1,0,114,0,0.01298,342,79.8
71,0.5,Modified replan,1,1,0,114,3,0.03491,867,79.8
71,1.0,APF reactive,1,1,0,114,0,0.01334,342,79.8
71,1.0,RRT* plan once,0,0,1,59,0,0.04563,6884,41.3
71,1.0,RRT* replan,0,1,1,134,15,0.61887,91309,93.8
71,1.0,Modified plan once,1,1,0,114,0,0.01307,342,79.8
71,1.0,Modified replan,1,1,0,116,4,0.06385,1262,81.2
71,1.5,APF reactive,0,0,1,58,0,0.00731,174,40.6
71,1.5,RRT* plan once,0,0,1,58,0,0.04586,6884,40.6
71,1.5,RRT* replan,1,1,0,122,4,0.24725,35880,85.4
71,1.5,Modified plan once,0,0,1,58,0,0.01297,342,40.6
71,1.5,Modified replan,0,0,1,58,5,0.78532,57798,40.6
72,0.5,APF reactive,1,1,0,116,0,0.01374,348,81.2
72,0.5,RRT* plan once,0,0,1,65,0,0.03451,5217,45.5
72,0.5,RRT* replan,1,1,0,117,1,0.08114,12226,81.9
72,0.5,Modified plan once,1,1,0,115,0,0.0184,418,80.5
72,0.5,Modified replan,1,1,0,115,2,0.03955,872,80.5
72,1.0,APF reactive,0,0,1,52,0,0.00711,156,36.4
72,1.0,RRT* plan once,0,0,1,52,0,0.03449,5217,36.4
72,1.0,RRT* replan,0,0,1,64,19,0.89913,108963,44.8
72,1.0,Modified plan once,0,0,1,48,0,0.0184,418,33.6
72,1.0,Modified replan,0,0,1,51,6,0.77187,56837,35.7
72,1.5,APF reactive,1,1,0,125,0,0.01485,375,87.5
72,1.5,RRT* plan once,0,0,1,48,0,0.03422,5217,33.6
72,1.5,RRT* replan,0,1,1,125,16,0.58277,87397,87.5
72,1.5,Modified plan once,0,0,1,48,0,0.01846,418,33.6
72,1.5,Modified replan,0,0,1,54,9,0.71596,46465,37.8
73,0.5,APF reactive,0,0,0,1500,0,0.21508,4500,1050.0
73,0.5,RRT* plan once,1,1,0,120,0,0.05215,7565,84.0
73,0.5,RRT* replan,1,1,0,122,1,0.08912,13375,85.4
73,0.5,Modified plan once,1,1,0,121,0,0.06067,4884,84.7
73,0.5,Modified replan,1,1,0,119,4,0.09987,2258,83.3
73,1.0,APF reactive,0,0,0,1500,0,0.21325,4500,1050.0
73,1.0,RRT* plan once,0,0,1,61,0,0.05213,7565,42.7
73,1.0,RRT* replan,1,1,0,128,4,0.16542,25333,89.6
73,1.0,Modified plan once,0,0,1,64,0,0.06117,4884,44.8
73,1.0,Modified replan,0,0,1,69,8,0.77598,46246,48.3
73,1.5,APF reactive,0,0,0,1500,0,0.21442,4500,1050.0
73,1.5,RRT* plan once,0,0,1,59,0,0.0521,7565,41.3
73,1.5,RRT* replan,0,1,1,126,13,0.48148,71699,88.2
73,1.5,Modified plan once,0,0,1,57,0,0.06041,4884,39.9
73,1.5,Modified replan,0,0,1,56,5,0.75439,56886,39.2
74,0.5,APF reactive,1,1,0,126,0,0.01439,378,88.2
74,0.5,RRT* plan once,0,0,1,57,0,0.04278,6211,39.9
74,0.5,RRT* replan,0,0,1,69,8,0.56514,59552,48.3
74,0.5,Modified plan once,0,0,1,56,0,0.01291,342,39.2
74,0.5,Modified replan,0,0,1,75,5,0.79825,53380,52.5
74,1.0,APF reactive,1,1,0,114,0,0.01335,342,79.8
74,1.0,RRT* plan once,1,1,0,118,0,0.04335,6211,82.6
74,1.0,RRT* replan,1,1,0,122,1,0.05434,8362,85.4
74,1.0,Modified plan once,1,1,0,114,0,0.013,342,79.8
74,1.0,Modified replan,1,1,0,115,6,0.10102,4154,80.5
74,1.5,APF reactive,1,1,0,126,0,0.01401,378,88.2
74,1.5,RRT* plan once,0,0,1,61,0,0.04319,6211,42.7
74,1.5,RRT* replan,1,1,0,131,4,0.17901,27396,91.7
74,1.5,Modified plan once,0,0,1,49,0,0.01298,342,34.3
74,1.5,Modified replan,0,1,1,125,11,0.30253,20429,87.5
75,0.5,APF reactive,1,1,0,119,0,0.01332,357,83.3
75,0.5,RRT* plan once,0,0,1,55,0,0.05176,7798,38.5
75,0.5,RRT* replan,0,1,1,121,7,0.25431,38104,84.7
75,0.5,Modified plan once,0,0,1,54,0,0.01345,342,37.8
75,0.5,Modified replan,0,1,1,115,16,0.27705,9702,80.5
75,1.0,APF reactive,1,1,0,140,0,0.01567,420,98.0
75,1.0,RRT* plan once,0,0,1,55,0,0.05144,7798,38.5
75,1.0,RRT* replan,1,1,0,119,4,0.23918,35334,83.3
75,1.0,Modified plan once,0,0,1,55,0,0.01294,342,38.5
75,1.0,Modified replan,0,0,1,57,6,0.74687,55638,39.9
75,1.5,APF reactive,1,1,0,114,0,0.01317,342,79.8
75,1.5,RRT* plan once,1,1,0,116,0,0.05198,7798,81.2
75,1.5,RRT* replan,1,1,0,116,6,0.28076,42130,81.2
75,1.5,Modified plan once,1,1,0,114,0,0.01301,342,79.8
75,1.5,Modified replan,1,1,0,114,7,0.09801,2916,79.8
76,0.5,APF reactive,1,1,0,134,0,0.01498,402,93.8
76,0.5,RRT* plan once,1,1,0,121,0,0.06428,9497,84.7
76,0.5,RRT* replan,0,1,1,128,11,0.3757,53780,89.6
76,0.5,Modified plan once,0,0,1,45,0,0.0135,342,31.5
76,0.5,Modified replan,0,0,1,64,8,0.88488,65310,44.8
76,1.0,APF reactive,1,1,0,115,0,0.01306,345,80.5
76,1.0,RRT* plan once,0,0,1,61,0,0.06429,9497,42.7
76,1.0,RRT* replan,1,1,0,123,1,0.10151,14882,86.1
76,1.0,Modified plan once,1,1,0,114,0,0.01302,342,79.8
76,1.0,Modified replan,1,1,0,114,3,0.04624,1079,79.8
76,1.5,APF reactive,0,0,1,65,0,0.00791,195,45.5
76,1.5,RRT* plan once,1,1,0,121,0,0.06501,9497,84.7
76,1.5,RRT* replan,0,1,1,119,11,0.36069,54048,83.3
76,1.5,Modified plan once,0,0,1,51,0,0.01297,342,35.7
76,1.5,Modified replan,0,0,1,53,5,0.68197,38366,37.1
77,0.5,APF reactive,1,1,0,114,0,0.01301,342,79.8
77,0.5,RRT* plan once,0,0,1,62,0,0.04677,7084,43.4
77,0.5,RRT* replan,1,1,0,130,1,0.09468,14043,91.0
77,0.5,Modified plan once,1,1,0,114,0,0.01291,342,79.8
77,0.5,Modified replan,1,1,0,114,3,0.0329,810,79.8
77,1.0,APF reactive,1,1,0,116,0,0.01306,348,81.2
77,1.0,RRT* plan once,0,0,1,62,0,0.04692,7084,43.4
77,1.0,RRT* replan,1,1,0,125,2,0.13252,19284,87.5
77,1.0,Modified plan once,0,0,1,60,0,0.01303,342,42.0
77,1.0,Modified replan,0,0,1,66,7,0.7941,69418,46.2
77,1.5,APF reactive,0,0,1,50,0,0.00638,150,35.0
77,1.5,RRT* plan once,0,0,1,54,0,0.04709,7084,37.8
77,1.5,RRT* replan,1,1,0,129,5,0.31907,46608,90.3
77,1.5,Modified plan once,0,0,1,50,0,0.01297,342,35.0
77,1.5,Modified replan,0,0,1,52,6,0.83086,59739,36.4
78,0.5,APF reactive,1,1,0,117,0,0.01388,351,81.9
78,0.5,RRT* plan once,1,1,0,118,0,0.03649,5575,82.6
78,0.5,RRT* replan,1,1,0,132,3,0.14289,20605,92.4
78,0.5,Modified plan once,1,1,0,115,0,0.02198,421,80.5
78,0.5,Modified replan,1,1,0,118,2,0.06898,2027,82.6
78,1.0,APF reactive,1,1,0,118,0,0.01407,354,82.6
78,1.0,RRT* plan once,0,0,1,52,0,0.03925,5575,36.4
78,1.0,RRT* replan,1,1,0,120,2,0.08336,12215,84.0
78,1.0,Modified plan once,1,1,0,115,0,0.01863,421,80.5
78,1.0,Modified replan,1,1,0,115,5,0.08638,5816,80.5
78,1.5,APF reactive,1,1,0,117,0,0.01368,351,81.9
78,1.5,RRT* plan once,0,0,1,48,0,0.03775,5575,33.6
78,1.5,RRT* replan,1,1,0,135,5,0.19422,29172,94.5
78,1.5,Modified plan once,1,1,0,115,0,0.01816,421,80.5
78,1.5,Modified replan,1,1,0,119,7,0.12855,6072,83.3
79,0.5,APF reactive,1,1,0,114,0,0.01282,342,79.8
79,0.5,RRT* plan once,1,1,0,117,0,0.0536,7819,81.9
79,0.5,RRT* replan,1,1,0,120,1,0.10034,14626,84.0
79,0.5,Modified plan once,1,1,0,114,0,0.01325,342,79.8
79,0.5,Modified replan,1,1,0,114,3,0.0434,1003,79.8
79,1.0,APF reactive,1,1,0,116,0,0.01316,348,81.2
79,1.0,RRT* plan once,1,1,0,117,0,0.05179,7819,81.9
79,1.0,RRT* replan,1,1,0,137,5,0.21157,31453,95.9
79,1.0,Modified plan once,1,1,0,114,0,0.01301,342,79.8
79,1.0,Modified replan,1,1,0,124,6,0.18195,10555,86.8
79,1.5,APF reactive,0,0,1,60,0,0.0075,180,42.0
79,1.5,RRT* plan once,0,0,1,67,0,0.05259,7819,46.9
79,1.5,RRT* replan,0,0,1,85,11,0.77953,95624,59.5
79,1.5,Modified plan once,0,0,1,60,0,0.01287,342,42.0
79,1.5,Modified replan,0,0,1,63,9,0.80954,52492,44.1
80,0.5,APF reactive,1,1,0,116,0,0.01359,348,81.2
80,0.5,RRT* plan once,0,0,1,64,0,0.04832,7139,44.8
80,0.5,RRT* replan,1,1,0,120,0,0.03803,5771,84.0
80,0.5,Modified plan once,1,1,0,115,0,0.01871,418,80.5
80,0.5,Modified replan,1,1,0,115,2,0.0338,787,80.5
80,1.0,APF reactive,1,1,0,116,0,0.01366,348,81.2
80,1.0,RRT* plan once,1,1,0,119,0,0.04809,7139,83.3
80,1.0,RRT* replan,0,1,1,134,9,0.35403,52809,93.8
80,1.0,Modified plan once,1,1,0,115,0,0.01876,418,80.5
